source_system,source_record_id,marketing_contact_id,contact_name,last_contact_date,consent_status,emails_opened_count,links_clicked_count,email,postcode
MARKETING,MKT000039,MKT000039,Lynda_Reed,2025-01-02,False,4,0,lynda.reed@msn.com,DE1 4FQ
MARKETING,MKT000040,MKT000040,Samantha_Preston,2025-01-02,False,7,2,samantha.preston@hotmail.com,CM1 2JO
MARKETING,MKT000041,MKT000041,yRan_O'Brien,2025-01-02,True,5,2,ryan.obrien@hotmail.com,LS1 6DB
MARKETING,MKT000042,MKT000042,Joseph_Lewis,2025-01-02,True,4,0,joseph.lewis@yahoo.com,CA1 1GH
MARKETING,MKT000043,MKT000043,Stuart_Martin,2025-01-02,False,11,1,stuart.martin@yahoo.com,CB1 9SN
MARKETING,MKT000044,MKT000044,Kevin_Jones,2025-01-02,True,5,1,kevin.jones@hotmail.com,BA1 0VP
MARKETING,MKT000045,MKT000045,Maurice_Pratt,2025-01-02,True,7,0,maurice.pratt@yahoo.com,PR1 6WO
MARKETING,MKT000046,MKT000046,Maria_Bolton,2025-01-02,True,6,1,mariabolton22@hotmail.com,CH1 1FY
MARKETING,MKT000047,MKT000047,Aaron_Brady,2025-01-02,True,11,3,aaron.brady@orange.fr,GU1 9AX
MARKETING,MKT000048,MKT000048,Lynda_Turner,2025-01-02,True,8,1,lynda.turner@gmail.com,WR1 9HZ
MARKETING,MKT000049,MKT000049,Jason_Williams,2025-01-03,False,6,1,jason.williams@gmail.com,CF10 4XQ
MARKETING,MKT000050,MKT000050,Aimee_Cunningham,2025-01-03,False,10,4,aimee.cunningham@hotmail.com,G1 4EC
MARKETING,MKT000051,MKT000051,Holly_Evans,2025-01-03,True,9,1,holly.evans@yahoo.com,SE1 4RZ
MARKETING,MKT000052,MKT000052,Derek_Henderson,2025-01-03,False,4,0,derek.henderson@hotmail.com,EX1 3KJ
MARKETING,MKT000053,MKT000053,Mohammed_Patel,2025-01-03,True,11,0,mohammed.patel@hotmail.com,SY23 9QT
MARKETING,MKT000054,MKT000054,Jake_Jenkins,2025-01-03,True,8,4,jake.jenkins@yahoo.com,E1 9TY
MARKETING,MKT000055,MKT000055,Mathew_Wilson,2025-01-03,True,10,5,mathew.wilson@yahoo.com,DE1 1PV
MARKETING,MKT000056,MKT000056,Tracy_Jackson,2025-01-03,False,4,1,tracy.jackson@aol.com,CB1 8FA
MARKETING,MKT000057,MKT000057,Victor_Brady,2025-01-03,True,6,2,victor.brady@msn.com,E1 8XN
MARKETING,MKT000058,MKT000058,Bernard_Day,2025-01-03,True,5,3,bernard.day@gmail.com,CV1 1MD
MARKETING,MKT000059,MKT000059,Margaret_Bird,2025-01-03,True,4,2,margaret.bird@gmail.com,WV1 7HM
MARKETING,MKT000060,MKT000060,Claire_Adams,2025-01-03,True,6,2,claire.adams@gmail.com,IP1 1FN
MARKETING,MKT000061,MKT000061,Reece_Kaur,2025-01-03,True,8,6,reece.kaur@gmail.com,NR1 0FS
MARKETING,MKT000062,MKT000062,,2025-01-03,False,7,1,hugh.lee@yahoo.com,GL1 5PL
MARKETING,MKT000063,MKT000063,Rhys_Barber,2025-01-03,False,1,0,rhys.barber@gmail.com,SO14 7HI
MARKETING,MKT000064,MKT000064,Hazel_Gilbert,2025-01-03,True,5,0,hazel.gilbert@gmail.com,DL1 1OL
MARKETING,MKT000065,MKT000065,Nathan_Dean,2025-01-04,False,7,0,nathan.dean@yahoo.com,HU1 3VL
MARKETING,MKT000066,MKT000066,Nicole_Jones,2025-01-04,False,3,1,nicole.jones@hotmail.com,BT48 4SO
MARKETING,MKT000067,MKT000067,Lee_Holland,2025-01-04,True,7,2,lee.holland@hotmail.com,LL57 7LU
MARKETING,MKT000068,MKT000068,Martyn_Lee,2025-01-04,True,6,1,martyn.lee@yahoo.com,E1 2QQ
MARKETING,MKT000069,MKT000069,Rosemary_Dixon,2025-01-04,True,9,0,rosemary.dixon@gmail.com,BN1 6ZE
MARKETING,MKT000070,MKT000070,Denise_Dale,2025-01-04,True,8,3,denise.dale@wanadoo.fr,NW1 7PN
MARKETING,MKT000071,MKT000071,Sally_Moore,2025-01-04,False,7,1,sally.moore@yahoo.com,PR1 6FW
MARKETING,MKT000072,MKT000072,Fiona_Thomas,2025-01-04,True,8,1,fiona.thomas@gmail.com,CA1 8ZQ
MARKETING,MKT000073,MKT000073,Leah_Anderson,2025-01-04,True,3,0,leah.anderson@yahoo.com,SA1 2YH
MARKETING,MKT000074,MKT000074,Bruce_Wright,2025-01-04,False,16,6,bruce.wright@gmail.com,NP20 3VD
MARKETING,MKT000075,MKT000075,Eric_Dawsn,2025-01-04,True,6,1,eric.dawson@hotmail.com,WR1 6FQ
MARKETING,MKT000076,MKT000076,Donald_Gardner,2025-01-04,False,3,1,donald.gardner@hotmail.com,S1 7HE
MARKETING,MKT000077,MKT000077,Max_Moore,2025-01-04,True,5,1,max.moore@hotmail.com,IV1 3CS
MARKETING,MKT000078,MKT000078,,2025-01-04,True,4,0,zoe.evans@gmail.com,S1 2AY
MARKETING,MKT000079,MKT000079,Connor_White,2025-01-04,True,9,2,connor.white@yahoo.com,IP1 6GM
MARKETING,MKT000080,MKT000080,Katy_Shaw,2025-01-04,True,8,1,katy.shaw@gmail.com,CA1 2KO
MARKETING,MKT000081,MKT000081,Jamie_Hodgson,2025-01-04,False,4,1,jamie.hodgson@hotmail.com,SO14 1HP
MARKETING,MKT000082,MKT000082,Frank_Williamson,2025-01-04,False,6,1,fwilliamson22@orange.fr,B1 1JP
MARKETING,MKT000083,MKT000083,Alexandra_Wilson,2025-01-04,True,4,1,alexandra.wilson@yahoo.com,IP1 9EG
MARKETING,MKT000084,MKT000084,Bernard_Knihgt,2025-01-04,False,4,0,bernard.knight@gmail.com,B1 9DE
MARKETING,MKT000085,MKT000085,Cliford_Walters,2025-01-04,True,11,1,cwalters24@msn.com,BT34 0EO
MARKETING,MKT000086,MKT000086,Lauren_rBown,2025-01-04,False,7,5,lauren.brown@hotmail.com,BA1 0WZ
MARKETING,MKT000087,MKT000087,Hollie_Gill,2025-01-04,True,10,5,hollie.gill@yahoo.com,EH1 4XQ
MARKETING,MKT000088,MKT000088,Gary_Quinn,2025-01-04,True,5,2,gary.quinn@aol.com,WR1 3AX
MARKETING,MKT000089,MKT000089,Margaret_Mills,2025-01-04,True,10,3,margaret.mills@gmail.com,SE1 4MM
MARKETING,MKT000090,MKT000090,Louis_Day,2025-01-05,True,6,1,louis.day@gmail.com,L1 7BK
MARKETING,MKT000091,MKT000091,Elliott_Taylor,2025-01-05,True,5,2,elliott.taylor@gmail.com,G1 3QD
MARKETING,MKT000092,MKT000092,Gareth_Walker,2025-01-05,True,6,1,gareth.walker@msn.com,SA1 3DU
MARKETING,MKT000093,MKT000093,Elliott_Jackson,2025-01-05,True,9,4,elliott.jackson@gmail.com,CH1 5LP
MARKETING,MKT000094,MKT000094,Carly_Davies,2025-01-05,True,11,3,carly.davies2@hotmail.com,PH1 2GN
MARKETING,MKT000095,MKT000095,Hilary_Williams,2025-01-05,True,9,4,hilary.williams@aol.com,NE1 2QO
MARKETING,MKT000096,MKT000096,Amelia_Kaur,2025-01-05,True,5,0,amelia.kaur@yahoo.com,W1 2JL
MARKETING,MKT000097,MKT000097,Aaron_Woods,2025-01-05,False,4,0,aaron.woods@yahoo.com,NN1 3JE
MARKETING,MKT000098,MKT000098,Paige_Morris,2025-01-05,True,5,0,paige.morris@hotmail.com,OX1 1JJ
MARKETING,MKT000099,MKT000099,Sara_Thomson,2025-01-05,True,8,4,sara.thomson@yahoo.com,NW1 4XG
MARKETING,MKT000100,MKT000100,Clifford_Yates,2025-01-05,True,2,0,clifford.yates@gmail.com,SE1 1AW
MARKETING,MKT000101,MKT000101,Ricky_Schofield,2025-01-05,True,3,0,ricky.schofield@hotmail.com,L1
MARKETING,MKT000102,MKT000102,Carolyn_Chamberlain,2025-01-05,True,6,2,carolyn.chamberlain@yahoo.com,S1 3XJ
MARKETING,MKT000103,MKT000103,Marie_Fleming,2025-01-05,True,12,3,marie.fleming@gmail.com,BN1 3DE
MARKETING,MKT000104,MKT000104,Molly_Johnson,2025-01-05,True,4,1,molly.johnson@gmail.com,S1 8AU
MARKETING,MKT000105,MKT000105,Carol_Riley,2025-01-05,True,5,4,carol.riley@yahoo.com,IV1 0TZ
MARKETING,MKT000106,MKT000106,Carolyn_Perkins,2025-01-05,False,4,0,carolyn.perkins@hotmail.com,BN1 9LS
MARKETING,MKT000107,MKT000107,Katherine_Walker,2025-01-05,True,8,2,katherine.walker@hotmail.com,NP20 0RZ
MARKETING,MKT000108,MKT000108,Albert_Powell,2025-01-05,True,4,0,albert.powell22@orange.fr,NG1 0IY
MARKETING,MKT000109,MKT000109,Ricky_Connolly,2025-01-06,True,2,0,rickyconnolly@msn.com,PE1 8UC
MARKETING,MKT000110,MKT000110,Rachael_Price,2025-01-06,True,12,6,rachael.price@gmail.com,G1 7CK
MARKETING,MKT000111,MKT000111,Arthur_Reynolds,2025-01-06,True,12,2,arthur.reynolds@yahoo.com,NN1 6GB
MARKETING,MKT000112,MKT000112,Ben_Holland,2025-01-06,True,10,3,ben.holland24@hotmail.co.uk,L1 6YB
MARKETING,MKT000113,MKT000113,Sally_Fisher,2025-01-06,True,3,0,sally.fisher@wanadoo.fr,S1 5DZ
MARKETING,MKT000114,MKT000114,,2025-01-06,False,4,1,lorraine.wright@gmail.com,BN1 6ZF
MARKETING,MKT000115,MKT000115,Barry_Hayes,2025-01-06,True,9,3,barryhayes24@orange.fr,IV1 5IY
MARKETING,MKT000116,MKT000116,Damian_Kelly,2025-01-06,True,9,2,damian.kelly@hotmail.com,PE1 0DX
MARKETING,MKT000117,MKT000117,Stanley_Dixon,2025-01-06,True,9,3,stanley.dixon@gmail.com,SY1 8ZH
MARKETING,MKT000118,MKT000118,Steven_Fisher,2025-01-06,True,3,1,steven.fisher@gmail.com,W1 6XR
MARKETING,MKT000119,MKT000119,Sea_Joyce,2025-01-06,True,7,3,sean.joyce@hotmail.com,L1 9WT
MARKETING,MKT000120,MKT000120,Cheryl_Yates,2025-01-06,True,6,3,cheryl.yates@yahoo.com,SE1 6PW
MARKETING,MKT000121,MKT000121,Elliot_Storey,2025-01-06,False,8,1,elliot.storey@hotmail.fr,ST1 8NR
MARKETING,MKT000122,MKT000122,June_Harrison,2025-01-06,True,1,1,june.harrison@aol.com,PH1 5JZ
MARKETING,MKT000123,MKT000123,Geard_Robertson,2025-01-06,True,3,0,gerard.robertson@yahoo.com,TS1 3GO
MARKETING,MKT000124,MKT000124,Phillip_Naylor,2025-01-06,False,7,1,phillip.naylor@hotmail.com,S1 1HD
MARKETING,MKT000125,MKT000125,Hannah_Lewis,2025-01-06,False,6,0,hannah.lewis@hotmail.co.uk,AB10 0IC
MARKETING,MKT000126,MKT000126,Albert_Jones,2025-01-06,True,7,3,albert.jones@gmail.com,SA1 7XB
MARKETING,MKT000127,MKT000127,Susan_Miller,2025-01-07,True,5,0,susan.miller@gmail.com,IV1 5EP
MARKETING,MKT000128,MKT000128,Janet_O'Brien,2025-01-07,True,3,0,jobrien22@hotmail.fr,N1 4YI
MARKETING,MKT000129,MKT000129,Sally_Fisher,2025-01-07,False,5,0,sally.fisher@wanadoo.fr,S1 5DZ
MARKETING,MKT000130,MKT000130,Alexander_Chan,2025-01-07,True,2,0,alexanderchan@gmail.com,BN1 4TX
MARKETING,MKT000131,MKT000131,Diane_Howe,2025-01-07,True,7,3,diane.howe@hotmail.com,RG1 9HM
MARKETING,MKT000132,MKT000132,Thomas_Ford,2025-01-07,False,2,0,thomas.ford@hotmail.com,OX1 0KF
MARKETING,MKT000133,MKT000133,Fiona_Greenwood,2025-01-07,True,8,0,fionagreenwood24@hotmail.fr,GL1 0HI
MARKETING,MKT000134,MKT000134,Frances_Moore,2025-01-07,True,3,1,frances.moore@gmail.com,BS1 1AD
MARKETING,MKT000135,MKT000135,Ronald_Miller,2025-01-07,False,4,1,ronald.miller@yahoo.com,PE1 6EJ
MARKETING,MKT000136,MKT000136,Peter_Palmer,2025-01-07,True,2,1,peter.palmer@aol.com,ST1 4PR
MARKETING,MKT000137,MKT000137,Alison_Robinson,2025-01-07,True,2,0,alison.robinson@msn.com,E1 7MJ
MARKETING,MKT000138,MKT000138,Graham_Henderson,2025-01-07,True,8,1,graham.henderson@hotmail.fr,HU1 5HS
MARKETING,MKT000139,MKT000139,Joan_Carter,2025-01-07,False,10,5,joan.carter@yahoo.com,PO1 1FS
MARKETING,MKT000140,MKT000140,Heather_Pratt,2025-01-07,False,4,1,heather.pratt@gmail.com,OX1 9PA
MARKETING,MKT000141,MKT000141,,2025-01-07,True,3,0,natalie.weston@hotmail.fr,BN1 8YO
MARKETING,MKT000142,MKT000142,Kathleen_Watson,2025-01-07,True,7,3,kathleen.watson@aol.com,SE1 4EA
MARKETING,MKT000143,MKT000143,Ryan_Abbott,2025-01-07,True,5,1,ryan.abbott@yahoo.com,NG1 8MB
MARKETING,MKT000144,MKT000144,Stanley_Perry,2025-01-07,False,12,4,stanley.perry@gmail.com,E1 1JO
MARKETING,MKT000145,MKT000145,Reece_Smith,2025-01-07,True,7,1,reece.smith2@yahoo.com,OX1 1IF
MARKETING,MKT000146,MKT000146,Katy_Faulkner,2025-01-07,True,5,1,katy.faulkner@yahoo.com,BB1 1LS
MARKETING,MKT000147,MKT000147,Hazel_Thompson,2025-01-07,True,10,4,hazelthompson21@gmail.com,OX1 3NM
MARKETING,MKT000148,MKT000148,Stewart_Clements,2025-01-07,True,13,7,stewart.clements@hotmail.com,PR1 3HX
MARKETING,MKT000149,MKT000149,Geraldine_Curtis,2025-01-07,False,4,1,geraldine.curtis@hotmail.com,B1 6QL
MARKETING,MKT000150,MKT000150,Gary_Carroll,2025-01-08,False,6,1,gary.carroll@gmail.com,NN1 6OY
MARKETING,MKT000151,MKT000151,Denis_Rowe,2025-01-08,True,4,0,denis.rowe@gmail.com,SO14 8GG
MARKETING,MKT000152,MKT000152,Wendy_Smith,2025-01-08,True,12,5,wendy.smith@gmail.com,NP20 0XI
MARKETING,MKT000153,MKT000153,Eleanor_Bennett,2025-01-08,True,5,0,eleanor.bennett@hotmail.com,S1 7VL
MARKETING,MKT000154,MKT000154,Leslie_Gould,2025-01-08,True,6,0,lgould20@hotmail.com,PO1 8RA
MARKETING,MKT000155,MKT000155,Francesca_Moran,2025-01-08,False,4,0,francesca.moran@hotmail.com,SR1 4FE
MARKETING,MKT000156,MKT000156,Garry_Daly,2025-01-08,True,4,2,garry.daly@hotmail.com,L1 3AU
MARKETING,MKT000157,MKT000157,Louise_Metcalfe,2025-01-08,True,5,1,louise.metcalfe@wanadoo.fr,CM1 1OT
MARKETING,MKT000158,MKT000158,Denise_Bray,2025-01-08,True,7,1,denise.bray@yahoo.com,S40 7IG
MARKETING,MKT000159,MKT000159,Valerie_Williams,2025-01-08,False,10,3,valerie.williams@hotmail.com,LE1 6XC
MARKETING,MKT000160,MKT000160,aMry_Taylor,2025-01-08,True,4,0,mary.taylor21@orange.fr,CF10 6NJ
MARKETING,MKT000161,MKT000161,Gerard_O'Neill,2025-01-08,True,5,1,gerard.oneill@hotmail.fr,ST1 0AT
MARKETING,MKT000162,MKT000162,Katie_Miller,2025-01-08,False,4,0,katie.miller@hotmail.com,PR1 2IW
MARKETING,MKT000163,MKT000163,Molly_Norman,2025-01-08,False,2,0,mnorman22@hotmail.fr,GU1 6WH
MARKETING,MKT000164,MKT000164,Hazel_Turner,2025-01-08,True,1,0,hazel.turner@yahoo.com,CH1 9JS
MARKETING,MKT000165,MKT000165,Abdul_Morris,2025-01-08,False,7,0,abdulmorris@yahoo.com,N1 2DJ
MARKETING,MKT000166,MKT000166,Roy_Nelson,2025-01-08,True,11,6,roy.nelson@yahoo.com,BS1 8NM
MARKETING,MKT000167,MKT000167,Alan_Knowles,2025-01-08,True,5,2,alan.knowles@yahoo.fr,CA1 9SJ
MARKETING,MKT000168,MKT000168,Marie_Smith,2025-01-08,True,8,1,marie.smith@hotmail.com,RG1 0LT
MARKETING,MKT000169,MKT000169,Alex_Wheeler,2025-01-08,True,13,6,alexwheeler22@hotmail.fr,EX1
MARKETING,MKT000170,MKT000170,Owen_Norton,2025-01-09,False,1,0,owen.norton@hotmail.com,W1 2AA
MARKETING,MKT000171,MKT000171,Katherine_Bennett,2025-01-09,True,9,2,kbennett22@wanadoo.fr,DL1 4HA
MARKETING,MKT000172,MKT000172,Arthur_Harris,2025-01-09,True,14,2,arthurharris22@orange.fr,SW1 1WA
MARKETING,MKT000173,MKT000173,,2025-01-09,True,5,0,russell.noble@hotmail.com,NW1 3GQ
MARKETING,MKT000174,MKT000174,Amber_atkins,2025-01-09,True,1,0,amber.watkins@hotmail.com,HU1 8VT
MARKETING,MKT000175,MKT000175,Jamie_Turner,2025-01-09,True,6,4,jamieturner@hotmail.com,PO1 8AK
MARKETING,MKT000176,MKT000176,Amelia_Lee,2025-01-09,True,4,0,amelia.lee@gmail.com,CF10 1RE
MARKETING,MKT000177,MKT000177,Amanda_Walker,2025-01-09,True,5,1,amanda.walker2@hotmail.com,BT34 0RQ
MARKETING,MKT000178,MKT000178,Philip_Kent,2025-01-09,True,1,0,philip.kent@hotmail.com,N1 9FY
MARKETING,MKT000179,MKT000179,Christian_Parker,2025-01-09,True,5,1,christian.parker@hotmail.com,PO1
MARKETING,MKT000180,MKT000180,Jenna_Griffiths,2025-01-09,False,3,0,jenna.griffiths@gmail.com,PR1 3HZ
MARKETING,MKT000181,MKT000181,Rosemary_Whitehead,2025-01-09,True,11,4,rosemarywhitehead24@gmail.com,RG1 5PC
MARKETING,MKT000182,MKT000182,Robin_Sharp,2025-01-09,False,7,0,robin.sharp@hotmail.com,SW1 1SK
MARKETING,MKT000183,MKT000183,Darren_Smith,2025-01-09,True,6,2,darren.smith@gmail.com,SO14 3VP
MARKETING,MKT000184,MKT000184,Ruth_Powell,2025-01-09,True,3,0,ruth.powell@gmail.com,DE1
MARKETING,MKT000185,MKT000185,Philip_Kirk,2025-01-09,False,5,2,philip.kirk@aol.com,DD1 1WP
MARKETING,MKT000186,MKT000186,Janice_Burrows,2025-01-09,False,4,1,janice.burrows@hotmail.com,BH1 4XV
MARKETING,MKT000187,MKT000187,Richard_Bell,2025-01-09,True,8,2,richard.bell@aol.com,SE1 0PP
MARKETING,MKT000188,MKT000188,,2025-01-09,False,7,4,laura.richards@hotmail.co.uk,SW1 2OD
MARKETING,MKT000189,MKT000189,Daniel_Hughes,2025-01-10,False,6,0,daniel.hughes@gmail.com,CA1 2ZF
MARKETING,MKT000190,MKT000190,,2025-01-10,True,8,2,gerald.stewart@hotmail.com,M1 3QV
MARKETING,MKT000191,MKT000191,Louise_Hughes,2025-01-10,True,6,2,louise.hughes@gmail.com,SA1 0TE
MARKETING,MKT000192,MKT000192,Janna_Riley,2025-01-10,True,10,3,joannariley20@aol.com,PL1
MARKETING,MKT000193,MKT000193,Henry_Bartlett,2025-01-10,True,2,1,henry.bartlett@yahoo.com,PO1 0VN
MARKETING,MKT000194,MKT000194,Bethan_McCarthy,2025-01-10,True,4,0,bethan.mccarthy@yahoo.com,RG1 6ML
MARKETING,MKT000195,MKT000195,Christine_Carter,2025-01-10,True,4,0,christine.carter@hotmail.com,SR1 1OC
MARKETING,MKT000196,MKT000196,Nicole_Griffiths,2025-01-10,False,10,1,nicole.griffiths@gmail.com,S40 4QS
MARKETING,MKT000197,MKT000197,Mohammed_Warner,2025-01-10,True,4,2,mohammed.warner@orange.fr,CH1 7DH
MARKETING,MKT000198,MKT000198,Judith_Walker,2025-01-10,True,5,0,judith.walker@gmail.com,W1 4SN
MARKETING,MKT000199,MKT000199,Barry_Robinson,2025-01-10,True,13,5,barry.robinson@yahoo.com,BB1 1KI
MARKETING,MKT000200,MKT000200,Richard_Moore,2025-01-10,True,9,2,richard.moore@yahoo.fr,CH1 5SE
MARKETING,MKT000201,MKT000201,Kieran_Taylor,2025-01-10,True,3,0,kieran.taylor@aol.com,W1 5YJ
MARKETING,MKT000202,MKT000202,Lydia_Wood,2025-01-10,True,14,6,lydia.wood@yahoo.com,BN1 2MH
MARKETING,MKT000203,MKT000203,Heather_Hill,2025-01-10,True,9,2,heather.hill@hotmail.com,SY23 0TX
MARKETING,MKT000204,MKT000204,Leh_Nicholson,2025-01-10,True,7,0,leah.nicholson@hotmail.com,OX1 6FM
MARKETING,MKT000205,MKT000205,,2025-01-10,False,8,4,lee.kemp@gmail.com,SO14 0UP
MARKETING,MKT000206,MKT000206,Karl_Clarke,2025-01-10,True,4,4,karl.clarke@yahoo.com,LL11 9AX
MARKETING,MKT000207,MKT000207,Marian_Evans,2025-01-10,True,6,1,marian.evans@aol.com,N1 7EG
MARKETING,MKT000208,MKT000208,Bernard_Thomas,2025-01-11,True,2,0,bernard.thomas@msn.com,EH1 4XC
MARKETING,MKT000209,MKT000209,Shirley_Smith,2025-01-11,True,7,2,shirley.smith@hotmail.co.uk,SO14 1OY
MARKETING,MKT000210,MKT000210,Lynn_Jones,2025-01-11,True,4,0,lynn.jones@hotmail.co.uk,SO14 3KA
MARKETING,MKT000211,MKT000211,Beth_Taylor,2025-01-11,True,5,1,btaylor21@msn.com,CV1 2EG
MARKETING,MKT000212,MKT000212,Annette_Evans,2025-01-11,True,6,3,annette.evans@yahoo.com,ST1
MARKETING,MKT000213,MKT000213,Ben_Wright,2025-01-11,True,10,3,ben.wright@hotmail.com,B1 2BK
MARKETING,MKT000214,MKT000214,Graeme_Jones,2025-01-11,True,12,3,graeme.jones@gmail.com,LN1 3DO
MARKETING,MKT000215,MKT000215,Mohamed_Harrison,2025-01-11,False,2,0,mohamed.harrison@gmail.com,SO14 0KE
MARKETING,MKT000216,MKT000216,Clifford_Schofield,2025-01-11,True,4,0,clifford.schofield@yahoo.com,PH1 1PP
MARKETING,MKT000217,MKT000217,Geoffrey_Moore,2025-01-11,True,8,2,geoffrey.moore@hotmail.com,GU1 9UI
MARKETING,MKT000218,MKT000218,Kelly_Davies,2025-01-11,True,6,0,kelly.davies@gmail.com,B1 1BI
MARKETING,MKT000219,MKT000219,Gillian_Lynch,2025-01-11,True,6,0,gillian.lynch@gmail.com,LE1 2BN
MARKETING,MKT000220,MKT000220,Joe_Watson,2025-01-11,True,1,0,joe.watson@hotmail.com,CV1 6YX
MARKETING,MKT000221,MKT000221,Hollie_Wall,2025-01-11,True,5,0,hollie.wall@wanadoo.fr,YO1 8KQ
MARKETING,MKT000222,MKT000222,Dawn_King,2025-01-11,False,8,0,dawn.king@hotmail.com,BN1 8FF
MARKETING,MKT000223,MKT000223,Christin_Parkinson,2025-01-11,True,4,1,christian.parkinson@gmail.com,RG1 6PB
MARKETING,MKT000224,MKT000224,Robin_White,2025-01-11,False,10,2,robin.white@hotmail.com,S40 6LM
MARKETING,MKT000225,MKT000225,Marion_Porter,2025-01-11,False,2,0,marion.porter@hotmail.com,RG1 6TL
